record_id,t_start,status,HR_mean,Mean_NN,SDNN,RMSSD,NN50,pNN50,CV,LF,HF,Total_Power,LF_HF_Ratio,LF_norm,HF_norm,SD1,SD2,SampEn
mimic_perform_af_001,0.0,1,89.8937619177336,667.4545454545454,113.79815965844506,175.9069521478706,33,76.74418604651163,0.17049574451687494,1380.3627574080426,2706.8381463584005,4728.340374007268,0.5099539325116614,33.77281396018505,66.22718603981495,125.85593549989443,100.30117538067199,1.9459101490553135
mimic_perform_af_001,10.0,1,91.3907284768212,656.5217391304348,111.62352184024303,155.08907834603275,30,66.66666666666666,0.1700225829354695,842.0663174394651,3894.6631606948845,5222.267068718975,0.2162103069496834,17.777378280237546,82.22262171976244,110.88011544005458,112.36200984335674,2.639057329615259
mimic_perform_af_001,20.0,1,91.36652542372882,656.695652173913,105.40353558590685,136.01568536998303,26,57.77777777777777,0.1605059135643444,991.0238759560829,3989.2570266992343,6031.288158449549,0.24842316985929322,19.89895540686676,80.10104459313324,97.24312964228389,112.97603447365742,2.9444389791664407
mimic_perform_af_001,30.0,1,91.21621621621624,657.7777777777776,102.68948978902989,124.57929201917831,25,56.81818181818182,0.15611577839548468,1290.7586166954939,2974.6082247995387,4968.761886544451,0.4339255858752556,30.261374101250254,69.73862589874975,89.04511054781965,114.72240807178487,2.5649493574615367
mimic_perform_af_001,40.0,1,89.45136496156904,670.7555555555556,98.58571617807242,134.8076070149266,31,70.45454545454545,0.14697711463070695,571.8685741359227,2743.0581293624487,4377.321414334288,0.20847847444955112,17.251318815960772,82.74868118403923,96.41278414788087,100.7117764789254,2.3978952727983707
mimic_perform_af_001,50.0,1,87.65969013318838,684.4651162790697,114.77251803898845,168.60209567697072,33,78.57142857142857,0.16768205611839168,1127.5227170761761,3087.9302428134956,5074.756497802683,0.36513866195657974,26.747368024376815,73.25263197562319,120.59080269947012,108.64308582840111,0.0
mimic_perform_af_001,60.0,1,90.3130853625903,664.3555555555556,111.94746242516747,166.7049652966132,33,75.0,0.16850534550215868,1593.6764094782254,3846.64571831808,6764.882516678612,0.414302882609904,29.293787611134913,70.70621238886508,119.21803005090102,104.17067724485155,0.0
mimic_perform_af_001,70.0,1,94.37751004016064,635.7446808510638,119.04373841523143,164.77230666431032,33,71.73913043478261,0.18725086029169605,591.2230398172313,1785.3753864098173,3421.7170751793487,0.33114774871301,24.876859013822674,75.12314098617733,117.79881317939098,120.27577863092402,0.0
mimic_perform_af_001,80.0,1,93.82486026084639,639.4893617021279,115.40662936659012,151.59213011579095,32,69.56521739130434,0.18046684789159348,1345.2251731029012,4556.272241315973,7652.767827587732,0.29524688206830335,22.794641404335287,77.2053585956647,108.3705220450141,122.03774070018717,1.540445040947149
mimic_perform_af_001,90.0,1,93.27864514421806,643.2340425531914,142.6180994620661,206.03418880496756,34,73.91304347826086,0.22172038484774767,1211.0409422584185,5488.9290939152415,9187.83406348335,0.22063337338442196,18.07531878082908,81.92468121917092,147.29546368842472,137.78204151904384,1.7047480922384253
mimic_perform_af_001,100.0,1,90.8372827804107,660.5217391304351,132.47351754309778,202.95768579243858,33,73.33333333333333,0.20055890623296785,1469.6309078819502,2285.109164905683,5360.749521357506,0.6431337856642874,39.14068296053451,60.8593170394655,145.1098643348299,118.49722770263503,1.6094379124341003
mimic_perform_af_001,110.0,1,94.45337620578779,635.2340425531914,113.55025946516686,177.0836206306283,31,67.3913043478261,0.17875342292547036,315.34884698074666,1100.8254466942994,1598.0312299557322,0.28646580429959795,22.26765789981966,77.73234210018035,126.46574453607137,98.96331799283293,2.5649493574615367
mimic_perform_af_001,120.0,1,92.1966862640299,650.7826086956524,81.84916019211488,122.47521291174579,27,60.0,0.12577035572011236,598.0076546113451,3088.7212383912874,4446.960920484789,0.19361010866840417,16.220548675178055,83.77945132482193,87.5409514559787,75.73078546067607,1.540445040947149
mimic_perform_af_001,130.0,1,91.63346613545824,654.7826086956517,85.3494549988379,123.71149232521748,29,64.44444444444444,0.13034777323859717,701.3227857150541,2496.4361303606097,3631.023931722518,0.28092959286474845,21.93169667010819,78.0683033298918,88.46561849987344,82.1151221190845,1.4271163556401458
mimic_perform_af_001,140.0,1,90.21966527196648,665.04347826087,95.86076859968105,136.49061831821246,32,71.11111111111111,0.14414210759627766,175.99897392003965,3284.686052714582,3824.9066654103144,0.053581672980462715,5.085668662865619,94.91433133713439,97.60327863345331,94.08599211914424,0.0
mimic_perform_af_001,150.0,1,92.29534510433389,650.086956521739,111.5602131560369,146.68121140002188,36,80.0,0.17160813955249124,167.8512387252991,5484.996957596866,6084.108611514295,0.030601883651516105,2.9693215330725815,97.03067846692741,104.81236722463811,117.92255931588487,0.0
mimic_perform_af_001,160.0,1,94.20096205237839,636.9361702127661,129.346754090352,168.9908667457502,37,80.43478260869566,0.2030764778943928,1392.4800052646242,6433.467572096574,9620.761446650537,0.2164431528813683,17.793116954843562,82.20688304515645,120.81501010498447,137.34955012941427,0.0
mimic_perform_af_001,170.0,1,96.82625067240453,619.6666666666666,134.31201104911216,174.89011747806126,38,80.85106382978722,0.21674880750260167,550.4331763985771,6256.142595849728,7893.819997114379,0.08798283734193171,8.086785408939352,91.91321459106064,124.97429893043952,143.04145284133128,1.9459101490553135
mimic_perform_af_001,180.0,1,95.59214020180568,627.6666666666664,129.94226759527183,166.88994972480785,35,74.46808510638297,0.2070243243684629,2298.4826764782592,2148.164479746541,6246.186497838561,1.069975180275513,51.690242012133666,48.30975798786631,119.20439306732563,139.85813701409367,1.9459101490553135
mimic_perform_af_001,190.0,1,93.84984025559103,639.3191489361703,131.62084980582577,177.37408271050057,33,71.73913043478261,0.2058765954763648,896.7380905376616,5459.856216248561,7561.74945137359,0.16424207067375954,14.10720972990702,85.89279027009299,126.80779323496203,136.26400765460633,2.3025850929940455
mimic_perform_af_001,200.0,1,89.38244853737821,671.2727272727266,139.45081047174463,183.35985713700578,32,74.4186046511628,0.20774091484143994,1386.4866583352273,12370.127809431802,14843.454762694744,0.11208345456851936,10.0786909568767,89.9213090431233,131.18396034089022,147.25428900963334,0.0
mimic_perform_af_001,210.0,1,88.519313304721,677.8181818181821,160.50491157119896,216.68109671685676,32,74.4186046511628,0.23679640923862497,2866.4504119564353,14157.816630323672,19886.5664188034,0.20246415720747354,16.837438022074892,83.1625619779251,155.0298938771841,165.79923184799694,2.740840023925201
mimic_perform_af_001,220.0,1,88.07045636509207,681.2727272727273,174.45361396356,238.92160823943928,32,74.4186046511628,0.25607015660517213,5784.010088476973,14851.051624906282,25606.545112110158,0.38946804809275404,28.03001109866148,71.96998890133851,170.94201901491155,177.89590491351748,2.995732273553991
mimic_perform_af_001,230.0,1,91.94053208137709,652.5957446808516,183.2783176500383,279.34332934969456,35,76.08695652173914,0.2808451007287361,2322.2428828426864,7706.557701890478,11775.66521387835,0.3013333543552165,23.15573894626876,76.84426105373124,199.59533941679902,165.35895477520862,2.772588722239781
mimic_perform_af_001,240.0,1,98.41992501339044,609.6326530612247,170.4189315918189,247.21380759711778,36,75.0,0.2795436411354822,1134.6729315350185,4114.71924723377,7598.653635690266,0.27575950225470003,21.615320267443778,78.38467973255622,176.64035666527596,163.96160796649383,0.0
mimic_perform_af_001,250.0,1,100.53619302949068,596.7999999999996,151.09072825049404,206.33240468837664,36,73.46938775510205,0.2531681103392998,3313.7297910143334,3146.1613347613898,10186.947036638743,1.053261240738518,51.29699133460876,48.70300866539124,147.400606428567,154.69284906232727,0.0
mimic_perform_af_001,260.0,1,103.2946259789361,580.8627450980387,137.88879861799282,165.49755285199475,36,72.0,0.23738619799884014,912.6010027463783,6270.629247927835,9801.242136948904,0.14553579340509606,12.704604626320062,87.29539537367994,118.1946371240986,155.10212546489944,0.0
mimic_perform_af_001,270.0,1,100.39370078740171,597.6470588235286,123.88685540111194,170.6533328124539,36,72.0,0.20729099821052224,2255.8814353418056,3312.811967463616,7273.005163159869,0.680956678947575,40.51006712284298,59.489932877157,121.89438051033795,125.84778854772533,2.3978952727983707
mimic_perform_af_001,280.0,1,99.3640699523052,603.8400000000003,106.96849812835943,140.58536516280174,31,63.26530612244898,0.17714708884532224,1175.865999047475,822.2611711774368,2732.1746596400644,1.4300395546632632,58.848406476306415,41.15159352369359,100.36965690491542,113.1832635881438,1.5040773967762742
mimic_perform_af_001,290.0,1,95.23809523809523,630.0000000000001,96.68549584287919,135.46327130385495,26,55.319148936170215,0.15346904102044315,289.1984698077946,2110.0382045895935,2611.3424330959206,0.137058404524976,12.053769971669514,87.94623002833049,96.80758068496792,96.56325664915329,1.3217558399823195
mimic_perform_af_001,300.0,1,92.71701155603326,647.1304347826092,104.86787638540851,155.96238862837868,29,64.44444444444444,0.16205060177804312,736.9004030836926,7039.801949609412,8974.211026107158,0.10467629748086563,9.475743955000423,90.52425604499959,111.52235813341542,97.76147825975666,1.9459101490553135
mimic_perform_af_001,310.0,1,93.47060417231097,641.9130434782612,121.45704793364038,175.23875776273456,31,68.88888888888889,0.18921106085571168,814.434866804454,4674.1304414322085,6251.374268476407,0.1742430762276505,14.838756962265451,85.16124303773455,125.30857266699873,117.4793198893692,2.995732273553991
mimic_perform_af_001,320.0,1,91.1251980982567,658.4347826086959,127.54217640955498,179.3737253148779,32,71.11111111111111,0.19370510152005835,2822.0244525040193,3560.0080572309244,8069.03594005303,0.7927017037986903,44.218271345365224,55.78172865463479,128.26903544717047,126.81115121322973,2.0794415416798357
mimic_perform_af_001,330.0,1,91.29399311987306,657.2173913043472,128.84131722454353,172.20556191818602,31,68.88888888888889,0.19604063880421435,3137.025395247564,7351.605422606829,12256.060941077089,0.42671297150972454,29.908816982170126,70.09118301782988,123.1436050907591,134.29751514291723,1.3862943611198906
mimic_perform_af_001,340.0,1,89.00316455696198,674.1333333333337,116.33681509072917,156.74414589619215,31,70.45454545454545,0.17257241162588377,1656.180479911648,3434.1072167247066,5963.812166910801,0.48227395808894885,32.53608791122055,67.46391208877945,112.0340479808549,120.48602069921857,0.0
mimic_perform_af_001,350.0,1,92.24598930481277,650.4347826086961,96.19047127072868,126.8672096677759,29,64.44444444444444,0.14788641973440897,1039.3436902546134,1584.477005594504,3661.364305979787,0.6559537857506782,39.61184130832013,60.38815869167987,90.63671519540733,101.4406199959187,2.772588722239781
mimic_perform_af_001,360.0,1,90.33725910064229,664.1777777777786,88.00808043709137,118.43218235842404,25,56.81818181818182,0.13250681275659484,805.5212702293306,2631.5714411157096,3757.7571660280655,0.30609895579647006,23.43612284796663,76.56387715203337,84.67632690584156,91.21822244583667,2.1972245773362196
mimic_perform_af_001,370.0,1,93.04207119741105,644.869565217391,111.0112324037808,156.49039729147117,30,66.66666666666666,0.17214524981708193,891.3937362304075,2268.165649102317,4269.900430198983,0.3930020440011508,28.212596362911448,71.78740363708854,111.82713933079077,110.1892841827388,1.845826690498331
mimic_perform_af_001,380.0,1,89.73677213507057,668.6222222222215,126.43922163504567,191.69673018503482,32,72.72727272727273,0.18910412701332963,649.224236296516,2860.171297186351,4892.571698966594,0.22698788598262637,18.499602854745742,81.50039714525425,137.11321536101943,114.77682566056228,1.9459101490553135
mimic_perform_af_001,390.0,1,93.47653142402547,641.8723404255319,131.77279804752325,188.3530450118028,36,78.26086956521739,0.20529440162535115,655.7287757354466,3159.9320967286953,4982.93367630493,0.20751356537511886,17.185195373822072,82.81480462617793,134.64083551943816,128.84093301887526,0.0
mimic_perform_af_001,400.0,1,93.60063728093473,641.0212765957443,122.98453231866057,160.78503066814753,32,69.56521739130434,0.19185717667873906,1059.0293285666435,5145.609672531026,8145.237900316677,0.20581221584297266,17.068347221801126,82.93165277819887,114.94788569226095,130.5272919896764,2.3513752571634776
mimic_perform_af_001,410.0,1,94.4786920396676,635.0638297872343,109.96351257602497,123.81753756514645,32,69.56521739130434,0.17315348067117298,992.1742157629205,3052.4226560262996,4996.654025926052,0.32504483407764745,24.530855539232256,75.46914446076775,88.50491948444038,127.87035396513113,2.3025850929940455
mimic_perform_af_001,420.0,1,93.34415584415588,642.7826086956519,98.734641684662,111.88565591709414,28,62.22222222222222,0.15360502967716633,1274.059835231103,4698.189007963765,7926.267796273213,0.27118105147993854,21.332999824393482,78.66700017560653,80.00747439830315,114.43715732926108,1.6739764335716716
mimic_perform_af_001,430.0,1,91.85303514376996,653.2173913043479,88.5593117115397,102.98996714891183,26,57.77777777777777,0.13557402618246892,538.0415673551893,1454.8745203854803,3151.504695655627,0.36981991217540255,26.997703047555632,73.00229695244437,73.60390854795456,101.33098256756247,1.791759469228055
mimic_perform_af_001,440.0,1,92.91677888499864,645.7391304347827,85.59398597321805,110.92820500967456,26,57.77777777777777,0.1325519578093196,1641.96655131345,1915.3859328724443,4637.178630377254,0.857251023479662,46.1569821549246,53.8430178450754,79.24451355957588,91.50392308678953,2.3025850929940455
mimic_perform_af_001,450.0,1,92.76315789473692,646.8085106382973,91.86725733074663,126.40858528907408,29,63.04347826086957,0.14203161495214128,1014.5324251478235,1612.6412409750778,2914.354248471399,0.629112290675631,38.61687707326322,61.383122926736775,90.37130064726088,93.33924125612778,1.6739764335716716
mimic_perform_af_001,460.0,1,94.07526020816657,637.787234042553,107.3144376546765,143.11807226446078,28,60.86956521739131,0.1682605607742793,227.2943606348154,3612.759170728207,4103.801719814531,0.06291434050640046,5.919041460709469,94.08095853929052,102.31772056701061,112.08863062884672,1.55814461804655
mimic_perform_af_001,470.0,1,96.83794466403158,619.5918367346941,111.15228262150656,147.23224284554362,31,64.58333333333334,0.17939597656303755,799.8091172623408,4555.678864178724,6014.312851359927,0.17556310291123353,14.934383571282456,85.06561642871755,105.2082028999862,116.79423747128055,1.7047480922384253
