HR_mean,Mean_NN,SDNN,RMSSD,pNN50,NN50,CV,LF,HF,LF_HF_Ratio,LF_norm,HF_norm,Total_Power,SD1,SD2,SampEn,status
-1.4760321066748068,1.7158717093389375,-0.7457012742456133,-0.5913716087965349,-0.47653599693046045,-0.7331422783204343,-0.9480959401280187,-0.3677172003329219,-0.3530206543495477,-0.6453392255191059,-1.3499820514973306,1.349982051497331,-0.38016494925807204,-0.5919078381363936,-0.9238785920089613,-1.2709182511979047,0
-1.5519835972912042,1.86479854263831,-0.8167520096356421,-0.8227184000514004,-0.6644565775370204,-0.8719634847698928,-1.0065015983899859,-0.35418845506237223,-0.34697151916948765,-0.2600273262215807,-0.10701426879157941,0.10701426879157884,-0.37095428718042595,-0.8230639942687235,-0.7750481611094729,0.058582085520456184,0
-1.491313602618783,1.7452566400690226,-1.0136136073612738,-1.0807371422352978,-1.2242200091310282,-1.2190165008935387,-1.1363540896620743,-0.3585121405351818,-0.3597524845127314,0.1426567172778927,0.6673074415124207,-0.6673074415124207,-0.38136442362018946,-1.080744310727415,-0.9418638386481795,0.7088606356055602,0
-1.4811935692753433,1.725764832310189,-0.95918384747953,-1.041276592197236,-1.124262253489241,-1.1496058976688095,-1.0976651277445493,-0.3555011620893245,-0.3385318895245452,-0.4166308106962347,-0.5291719783513744,0.5291719783513739,-0.3656350084708158,-1.0410478818409916,-0.8515753811561326,0.7088606356055602,0
-1.5511334033248194,1.8630908011730336,-0.2955679872225394,-0.14425046201917263,0.4550702856509955,-0.1778574525226007,-0.6509818881187859,-0.35540058960237564,-0.12578421624445152,-0.6652873363189319,-1.4371487941409031,1.437148794140903,-0.21916324304496232,-0.1436510745279551,-0.41560779600916536,0.7088606356055602,0
-1.5097642787701402,1.781119210839807,-0.9791382037276442,-1.0029486900469304,-1.0003146364934252,-1.0801952944440805,-1.1138536655230615,-0.3580162981199392,-0.34428217265793487,-0.41173334731364264,-0.5145356591672002,0.5145356591672002,-0.3705312270864702,-1.0027036560429199,-0.9091245832244879,0.7088606356055602,0
-1.4940236107844174,1.7504976397383178,-0.6661777506250949,-0.5888787400042322,-0.3685816208373304,-0.6637316750957052,-0.8952195824600748,-0.31516428624170223,-0.2876411762057989,-0.2925930180814273,-0.18761760951969492,0.18761760951969417,-0.31555882644093547,-0.5887283948491064,-0.698375751143868,0.3621440578054058,0
-1.478891434074319,1.7213482595551644,-0.9721323832267927,-0.9849426868982782,-0.8883619501746235,-1.0107846912193512,-1.1065093895969946,-0.36047529701733394,-0.33809395072903337,-0.5234900662046867,-0.8763058653638915,0.876305865363891,-0.36718922886565575,-0.9846899842341902,-0.9140840221410285,0.7088606356055602,0
-1.4965770815863841,1.7554442012239393,-1.0345000798929087,-1.036711080382428,-1.0163078773961112,-1.0801952944440805,-1.1512283147429194,-0.36490938529468775,-0.35951717513117554,-0.3813430844653266,-0.4259588809138455,0.4259588809138453,-0.38358902005600837,-1.0364912148814773,-0.9917297446455945,0.3621440578054058,0
-1.459575248852883,1.6845434865966389,-0.9540747858727638,-0.9683831968542796,-0.8003991252098509,-0.941374087994622,-1.092263061785504,-0.3464193318463192,-0.3426928185861264,-0.14627403779073164,0.14974895809522148,-0.14974895809522185,-0.3651109034259741,-0.968158353843817,-0.9048977987215446,0.7088606356055602,0
-1.443825320859096,1.6548641176828827,-0.9806277728218534,-0.9613681770719875,-0.5844903730235907,-0.8025528815451636,-1.1096624142566847,-0.36657221839801174,-0.3452676619603001,-0.63298611648593,-1.2974865666821118,1.2974865666821105,-0.374401416147984,-0.9617994321637502,-0.9659871196084693,0.6188020483375479,0
-1.3147537192600605,1.4222658042699146,-0.7101128875014509,-0.6510037397354406,-1.1354299475678409,-1.1496058976688095,-0.9008008036741117,-0.3615281695009903,-0.36089742813290954,0.008631621860828597,0.44769858925384837,-0.44769858925384876,-0.3832776499808956,-0.6509580569469587,-0.7283995908723448,-0.9068048335106742,0
-1.3092226869413517,1.4127024520643592,0.3870685956801492,0.07710822007608319,0.4280472234361124,-0.1084468492978715,-0.09301344288497906,-0.36497967616135596,-0.14723554488013302,-0.6881636223055786,-1.5409325711993966,1.5409325711993962,-0.2375017744794507,0.07781117085514935,0.6682487335813865,-1.0954949688583717,0
-1.4552159109723186,1.6762992174539364,-0.47890085670477367,-0.3144311999279688,0.49505338790771053,-0.1084468492978715,-0.757751161065139,-0.3608803699022325,-0.22916758716934424,-0.6638140852600235,-1.430607243073855,1.4306072430738552,-0.29236631815201036,-0.314142880089157,-0.604649690554131,-0.5352750060412786,0
-1.4376580025396286,1.6433221408830927,-0.5040513899366055,-0.4043510460039521,0.06323588353518997,-0.38608926219678835,-0.7721932259011021,-0.3250446183390183,-0.2858907785440442,-0.37435923644383284,-0.40613401596271975,0.4061340159627194,-0.31803999007398315,-0.4052066491837563,-0.6395763608004265,0.058582085520456184,0
-1.413853491959748,1.599187820072444,-1.0354450532130413,-1.0854569089465769,-1.4481253817686315,-1.3578377073429972,-1.1463390307374985,-0.3592821339154666,-0.3487355352162649,-0.3836844031861751,-0.4326486267033732,0.43264862670337334,-0.37406871045105916,-1.0855496073849205,-0.9525869404552733,0.7088606356055602,0
-1.4082589191315715,1.5889099645412084,-0.9008937338876877,-0.9257362204362014,-0.9083535013029809,-1.0107846912193512,-1.0499482976653678,-0.3615001183176991,-0.35458951242095355,-0.34309859532169323,-0.3197115890243907,0.3197115890243907,-0.3789254461448832,-0.9296047635339886,-0.9637869647311551,0.8411293124298892,0
-1.5176054665086207,1.7964888840272943,-0.7493815271066248,-0.8001831259227766,-0.4405512048994173,-0.7331422783204343,-0.9560880726770347,-0.35896708730449106,-0.3384429309103857,-0.48987055217391756,-0.7610252408398193,0.7610252408398192,-0.366866778354894,-0.8004904839662612,-0.6927065239825865,-0.7919329965734215,0
-1.4216889921018498,1.6136427719693371,-1.0256913655299749,-1.048737739615071,-1.0163078773961112,-1.0801952944440805,-1.1399330531491108,-0.36669754033436763,-0.35526886355535214,-0.5840063207716424,-1.0997708792089744,1.0997708792089742,-0.3813319969286195,-1.0486923787699236,-0.981402566233194,-0.7919329965734215,0
-1.4543426042750358,1.6746503636253975,-1.0232902004011604,-1.0272043879644563,-1.0163078773961112,-1.0801952944440805,-1.140503484260201,-0.3680093474530287,-0.3501134309360708,-0.664729154236393,-1.4346683625213514,1.4346683625213503,-0.3782728956553268,-1.0270637113334564,-1.0026305734863863,0.7088606356055602,0
-1.4499688533778823,1.6664060944826724,-1.0265788005220684,-1.052864282196699,-1.232216629582371,-1.2190165008935387,-1.142514884287554,-0.36744990196866256,-0.3548144386162987,-0.6246341201323907,-1.2626149911782958,1.2626149911782958,-0.3812998926710757,-1.052651934373595,-0.9551914053160133,-0.31294774194893893,0
-1.43942252866072,1.6466198485401684,-0.9872249820781581,-1.0177075032543557,-1.232216629582371,-1.2190165008935387,-1.1139760446386053,-0.3466872373414749,-0.35132353818052425,0.14349113799224308,0.6685802210194396,-0.6685802210194404,-0.3711513736087125,-1.0181173739292513,-0.9237275038009009,0.058582085520456184,0
-1.4537497295993185,1.673531498527451,-0.5401130013498793,-0.45325634924499,0.007259540375789298,-0.45549986542151755,-0.8005362301549418,-0.3322065098667753,-0.23902813632851244,-0.5266487444018179,-0.8874477278030009,0.8874477278030005,-0.28845624801296377,-0.45283874281543257,-0.5660120395130315,0.7088606356055602,0
-1.4537497295993187,1.673531498527451,-1.0564720776520602,-1.0995580868585288,-1.3361726954498299,-1.288427104118268,-1.1638063357145583,-0.3602714060443434,-0.3624827777925202,0.4037730895520292,1.0187341010158593,-1.0187341010158595,-0.3838999974003026,-1.099725089093046,-0.9805439151331061,0.7088606356055602,0
-1.4025546218442557,1.578467223627117,-1.063766091516614,-1.0681938722365065,-1.1354299475678409,-1.1496058976688095,-1.165827302132859,-0.36350622833975715,-0.3550582996670848,-0.42843655761066163,-0.564881160075427,0.5648811600754267,-0.3799965130449862,-1.0680217741842406,-1.0081892716311038,0.6188020483375479,0
-1.4691237744756238,1.7026808787106027,-0.9209312794759186,-0.992394962348793,-0.6924447491167207,-0.8719634847698928,-1.0698709085857978,-0.365585795314196,-0.3454581778703141,-0.6051763995869367,-1.183252295698604,1.1832522956986042,-0.37416455269063,-0.9922296466981607,-0.8458354636297507,0.7088606356055602,0
-1.3737274043823837,1.5262535190566209,-1.0290771783472483,-1.0162939851327344,-0.8003991252098509,-0.941374087994622,-1.1390564778837229,-0.36469732796236415,-0.3497651736767605,-0.5514410361885882,-0.9768444952559312,0.9768444952559309,-0.376797606200225,-1.0161453483624505,-0.9885767995768083,0.7088606356055602,0
-1.4261408332946148,1.6218870411120636,-1.051731464924677,-1.0554349738132545,-1.232216629582371,-1.2190165008935387,-1.1587201340568334,-0.3651466589249438,-0.3518646605681488,-0.5488429893098485,-0.9673112897679172,0.9673112897679169,-0.3784103109216411,-1.055778135808953,-1.0193236251123088,0.7088606356055602,0
-1.4069097245888642,1.5864366837983943,-0.9765618244164983,-1.0150999698567464,-0.82273451336705,-0.941374087994622,-1.103836951053231,-0.3593494051324154,-0.35039788895153884,-0.3549418167360234,-0.3520156235410359,0.35201562354103644,-0.37523800494102383,-1.014869469846088,-0.9066236553488995,0.7088606356055602,0
-1.388356815676833,1.5526351803132994,-1.044287427287861,-1.0477941528283001,-1.232216629582371,-1.2190165008935387,-1.150978831364353,-0.36739572638117646,-0.35707291676405173,-0.6048741625732401,-1.1820397961636184,1.182039796163618,-0.38283419263998897,-1.0481184884388572,-1.003069206581647,-1.4670247963277665,0
-1.3439440949240498,1.4732703493661392,-1.083218731816493,-1.111794030558893,-1.4481253817686315,-1.3578377073429972,-1.176424745023395,-0.36332628798628785,-0.36015928063101144,-0.21799075586912547,-0.00785051109936891,0.007850511099368539,-0.383440390122031,-1.111595353201081,-1.0142402399170978,0.7088606356055602,0
-1.1573818094286126,1.1620629296774119,-0.09457157929426308,-0.4149354886409836,-0.7655751329217444,-0.8719634847698928,-0.4054530744302072,-0.3569198440560906,-0.31278580681461704,-0.5658689139188552,-1.030511296459371,1.0305112964593701,-0.348443231378124,-0.41633128351816895,0.14115585059421004,-1.0203702904333518,0
-0.5197705617039451,0.31174250166482026,-0.2295332406554878,-0.23414034476134835,-0.7945637535291411,-0.8025528815451636,-0.3526933996798411,-0.28449592939407925,-0.29507567601687096,0.004788258058822071,0.4409220995197254,-0.4409220995197258,-0.3092348381230071,-0.23370048658552667,-0.17386461058309075,-2.005479988526211,0
-1.1783856060261069,1.1954189766846652,-0.5860917889567823,-0.7010712505093222,-0.8435808756471028,-0.941374087994622,-0.7870156035988431,-0.36472928686836475,-0.3606443489581739,-0.3105607299185108,-0.23359001539425936,0.23359001539425864,-0.3842976662938751,-0.7048927022769513,-0.5756825023335026,-1.2709182511979047,0
