label,feature,deepbeat_n,reference_n,deepbeat_median,deepbeat_iqr,reference_median,reference_iqr,robust_median_shift,abs_robust_median_shift,KS_statistic,KS_pvalue
0,pNN50,14794,94924,58.06451612903226,41.8552036199095,23.07692307692308,35.17647058823529,0.9083949793839202,0.9083949793839202,0.4098028299901685,0.0
0,NN50,14794,94924,14.0,11.0,7.0,10.0,0.6666666666666031,0.6666666666666031,0.32378507346836466,0.0
0,SD1,14794,94924,109.78151335694614,113.774340759701,46.87298710754133,110.79484463279766,0.5602596468384892,0.5602596468384892,0.29059538872924684,0.0
0,RMSSD,14794,94924,152.24006338251712,157.64390670986472,65.31972647421807,154.28895211944976,0.5573015759513823,0.5573015759513823,0.29031537276668207,0.0
0,SDNN,14794,94924,107.51154322769337,119.16686968526422,56.79536083452416,121.61013485964587,0.42127098049937844,0.42127098049937844,0.2557774744161537,0.0
0,CV,14794,94924,0.1124841678892773,0.13302903507682828,0.0611354936317617,0.13506271340633583,0.38306792020014135,0.38306792020014135,0.2495871112549304,0.0
0,HF,14794,94924,2391.7400251284625,7960.765854117145,418.69685859898436,4419.591586800041,0.318737673923461,0.318737673923461,0.2689090244609825,0.0
0,SD2,14794,94924,92.55736307838727,128.18936850253135,57.70115674250334,131.35398363125023,0.2685964101898247,0.2685964101898247,0.22709505059488277,0.0
0,Total_Power,14794,94924,3637.808108134638,12268.060694222611,1114.6427306755043,9860.377547111439,0.22804730726509875,0.22804730726509875,0.20678377300504158,0.0
0,Mean_NN,14794,94924,952.5,194.14790372670814,911.875,214.87418452935674,0.1986445288234256,0.1986445288234256,0.1194873674994299,1.0980649595321117e-159
0,HR_mean,14794,94924,62.99212598425197,13.143889618922472,65.79849211788897,15.917815028582474,-0.19313155698715992,0.19313155698715992,0.1194873674994299,1.0980649595321117e-159
0,HF_norm,14794,94924,77.40418834795344,29.99593768408038,73.9136749093617,32.84633165544122,0.11108807734912378,0.11108807734912378,0.060377594890210995,5.303609077853134e-41
0,PPG_AC,14794,94924,0.20361006408388535,0.09182222882814975,0.19361462846088826,0.11942173429461359,0.0946340475263065,0.0946340475263065,0.09170853328814055,3.989150594446552e-94
0,SampEn,14794,94924,0.9932517730102834,1.4350845252893227,1.074514737089049,0.8227868293728539,-0.07198192572920281,0.07198192572920281,0.15809249008678777,6.983907332003553e-280
1,NN50,10436,22710,23.0,9.0,27.0,7.0,-0.4999999999999375,0.4999999999999375,0.33518326208485716,0.0
1,SampEn,10436,22710,0.8675005677047231,1.55814461804655,1.3862943611198906,1.9459101490553128,-0.29611055071719433,0.29611055071719433,0.20513367928886217,2.6054953625729883e-264
1,PPG_AC,10436,22710,0.08623221283415035,0.10388939569507452,0.07121653315661769,0.0218900733217623,0.2387620140976092,0.2387620140976092,0.32617578550959747,0.0
1,SD1,10436,22710,195.62257843692566,103.68137889396226,172.74530548535216,99.52527439721791,0.2251626369614171,0.2251626369614171,0.11727865419957573,3.86217870869024e-86
1,SDNN,10436,22710,201.02896225924212,111.85910048433615,177.1493081607884,103.8390640240502,0.22141731389211766,0.22141731389211766,0.11205967589411647,1.1624335144076036e-78
1,RMSSD,10436,22710,272.0462136650034,143.5155308969861,240.93567606313587,137.97405446848552,0.22104219281487786,0.22104219281487786,0.11488310034752514,1.154240217207638e-82
1,CV,10436,22710,0.24854558724422243,0.14365638428109045,0.2242524478224742,0.08756263815225646,0.21013097595411767,0.21013097595411767,0.18619389678278908,1.8182223160880924e-217
1,HF_norm,10436,22710,78.26436189293966,26.43911684552222,73.67276316917548,23.293735971642562,0.18465052630880854,0.18465052630880854,0.12561419426943843,8.460682722570542e-99
1,SD2,10436,22710,199.1467999723339,122.80440760337848,178.78130939773462,107.99475885148641,0.17647802535354287,0.17647802535354287,0.11953283345476715,1.778966328746645e-89
1,pNN50,10436,22710,83.33333333333334,18.57142857142857,80.60035842293907,14.36950146627565,0.16593186089560583,0.16593186089560583,0.12189675882302198,4.807747086228069e-93
1,Mean_NN,10436,22710,840.5172413793103,198.60011312217205,821.7142857142857,194.76108870967732,0.09560147557746335,0.09560147557746335,0.052966073303483685,7.122421992648463e-18
1,HR_mean,10436,22710,71.38461538461539,18.031333373452895,73.01808066759388,17.26780487656829,-0.09254986744484725,0.09254986744484725,0.052966073303483796,7.122421992647263e-18
1,HF,10436,22710,12093.334518918433,20442.352704021043,10945.031195549278,17582.11300243553,0.06039813062641785,0.06039813062641785,0.0928060895464148,4.817462754293415e-54
1,Total_Power,10436,22710,20288.98577163639,34785.98126369401,19984.4252547719,34434.986200963904,0.008799660796997379,0.008799660796997379,0.12079246229434104,2.278406664530726e-91
